"","lon_dd","lat_dd"
"1",-48.367933,-27.424543
"2",-48.364666,-27.487263
"3",-48.357756,-27.484913
"4",-48.523487,-26.368924
"5",-48.525966,-26.386131
"6",-48.584175,-26.498403
"7",-48.56187,-26.513691
"8",-48.543691,-27.137437
"9",-48.524601,-27.121502
"10",-48.513762,-27.117377
"11",-48.481164,-27.136466
"12",-48.468627,-27.20514
"13",-48.406323,-27.183766
